Freq.	V(vout)
Step Information: C1val=90n  (Run: 1/3)
3.42767786546457e+003	5.14100567196414e-003,-1.07077332677945e-002
3.46736850452539e+003	5.24201291198184e-003,-1.07787699133735e-002
3.50751873952575e+003	5.34434408092810e-003,-1.08493041758052e-002
3.54813389233583e+003	5.44799770356758e-003,-1.09193075875769e-002
3.58921934645013e+003	5.55297155641281e-003,-1.09887514202773e-002
3.63078054770109e+003	5.65926265041823e-003,-1.10576067053241e-002
3.67282300498092e+003	5.76686721422795e-003,-1.11258442556604e-002
3.71535229097180e+003	5.87578067802994e-003,-1.11934346884111e-002
3.75837404288452e+003	5.98599765807027e-003,-1.12603484484862e-002
3.80189396320569e+003	6.09751194188110e-003,-1.13265558331173e-002
3.84591782045362e+003	6.21031647427665e-003,-1.13920270173084e-002
3.89045144994289e+003	6.32440334417093e-003,-1.14567320801794e-002
3.93550075455786e+003	6.43976377227094e-003,-1.15206410321792e-002
3.98107170553506e+003	6.55638809969925e-003,-1.15837238431387e-002
4.02717034325468e+003	6.67426577759806e-003,-1.16459504711346e-002
4.07380277804121e+003	6.79338535776752e-003,-1.17072908921277e-002
4.12097519097339e+003	6.91373448438862e-003,-1.17677151303394e-002
4.16869383470344e+003	7.03529988688096e-003,-1.18271932893242e-002
4.21696503428591e+003	7.15806737394328e-003,-1.18856955836941e-002
4.26579518801602e+003	7.28202182882366e-003,-1.19431923714476e-002
4.31519076827775e+003	7.40714720586373e-003,-1.19996541868512e-002
4.36515832240175e+003	7.53342652835972e-003,-1.20550517738203e-002
4.41570447353322e+003	7.66084188778019e-003,-1.21093561197411e-002
4.46683592150973e+003	7.78937444437798e-003,-1.21625384896741e-002
4.51855944374932e+003	7.91900442923127e-003,-1.22145704608757e-002
4.57088189614885e+003	8.04971114774479e-003,-1.22654239575714e-002
4.62381021399271e+003	8.18147298464008e-003,-1.23150712859131e-002
4.67735141287209e+003	8.31426741045899e-003,-1.23634851690483e-002
4.73151258961491e+003	8.44807098960210e-003,-1.24106387822297e-002
4.78630092322649e+003	8.58285938991865e-003,-1.24565057878877e-002
4.84172367584110e+003	8.71860739386169e-003,-1.25010603705909e-002
4.89778819368457e+003	8.85528891121705e-003,-1.25442772718156e-002
4.95450190804801e+003	8.99287699341076e-003,-1.25861318244423e-002
5.01187233627283e+003	9.13134384939500e-003,-1.26265999869020e-002
5.06990708274716e+003	9.27066086310808e-003,-1.26656583768872e-002
5.12861383991376e+003	9.41079861249899e-003,-1.27032843045468e-002
5.18800038928973e+003	9.55172689010267e-003,-1.27394558050832e-002
5.24807460249784e+003	9.69341472514682e-003,-1.27741516706679e-002
5.30884444231000e+003	9.83583040716686e-003,-1.28073514815948e-002
5.37031796370265e+003	9.97894151109970e-003,-1.28390356365895e-002
5.43250331492446e+003	1.01227149238235e-002,-1.28691853821954e-002
5.49540873857637e+003	1.02671168721042e-002,-1.28977828411575e-002
5.55904257270416e+003	1.04121129519063e-002,-1.29248110397266e-002
5.62341325190362e+003	1.05576681590195e-002,-1.29502539338106e-002
5.68852930843855e+003	1.07037469209488e-002,-1.29740964338989e-002
5.75439937337170e+003	1.08503131300107e-002,-1.29963244286916e-002
5.82103217770885e+003	1.09973301775752e-002,-1.30169248073655e-002
5.88843655355603e+003	1.11447609893863e-002,-1.30358854804148e-002
5.95662143529024e+003	1.12925680618939e-002,-1.30531953990059e-002
6.02559586074372e+003	1.14407134995216e-002,-1.30688445727904e-002
6.09536897240184e+003	1.15891590527953e-002,-1.30828240861253e-002
6.16595001861497e+003	1.17378661572526e-002,-1.30951261126516e-002
6.23734835482434e+003	1.18867959730492e-002,-1.31057439281899e-002
6.30957344480208e+003	1.20359094251782e-002,-1.31146719219137e-002
6.38263486190564e+003	1.21851672442134e-002,-1.31219056057682e-002
6.45654229034671e+003	1.23345300074878e-002,-1.31274416221059e-002
6.53130552647488e+003	1.24839581806151e-002,-1.31312777495166e-002
6.60693448007612e+003	1.26334121592618e-002,-1.31334129068344e-002
6.68343917568631e+003	1.27828523110758e-002,-1.31338471553102e-002
6.76082975391998e+003	1.29322390176782e-002,-1.31325816989417e-002
6.83911647281446e+003	1.30815327166223e-002,-1.31296188829624e-002
6.91830970918953e+003	1.32306939432264e-002,-1.31249621904922e-002
6.99841996002291e+003	1.33796833721858e-002,-1.31186162373604e-002
7.07945784384155e+003	1.35284618588717e-002,-1.31105867651177e-002
7.16143410212920e+003	1.36769904802241e-002,-1.31008806322565e-002
7.24435960075008e+003	1.38252305751489e-002,-1.30895058036670e-002
7.32824533138922e+003	1.39731437843307e-002,-1.30764713383607e-002
7.41310241300936e+003	1.41206920893753e-002,-1.30617873754967e-002
7.49894209332474e+003	1.42678378511976e-002,-1.30454651187533e-002
7.58577575029203e+003	1.44145438475747e-002,-1.30275168190905e-002
